37296,19
65487,19
199056,19
202334,19
287309,19
296513,19
307291,19
345280,19
406518,19
471029,11
472030,19
474933,19
475200,19
478158,19
480316,12
480683,19
522814,19
530906,19
573620,19
579203,19
628297,19
673617,19
689827,19
704234,19
710843,19
719004,19
719820,12
740389,19
744237,19
744801,19
767444,19
770238,19
795979,19
815423,19
819866,19
825162,19
834352,19
838782,19
871560,19
879432,19
949730,19
951326,19
957320,19
977689,19
984847,19
1007215,12
1055811,5
1072097,19
1132805,19
1142294,12
1148513,19
1148727,19
1206284,19
1254627,19
1273525,19
1281303,19
1289920,19
1291027,12
1291377,19
1298607,19
1351824,19
1373516,13
1402370,19
1526332,19
1530604,12
1552039,12
1559851,19
1565115,12
1576129,13
1584897,19
1602302,19
1622371,19
1624060,5
1639755,12
1672850,20
1676902,19
1686567,12
1697013,19
1697243,5
1710660,19
1731744,12
1735125,19
1741228,19
1754115,12
1754873,19
1757224,19
1766461,19
1783669,19
1806827,7
1810248,19
1813913,19
1817442,12
1832076,19
1836853,19
1870813,19
1874645,19
1877505,19
1898768,19
1903165,3
1916892,19
1958267,7
1960430,7
1965540,19
1994431,19
2002521,19
2047943,1
2066005,19
2074956,19
2078800,19
2079772,13
2087735,13
2092403,19
2098956,19
2103152,12
2106535,19
2106766,19
2113570,19
2115194,19
2115364,19
2121655,19
2126383,19
2139940,12
2148543,17
2148942,3
2163267,19
2178624,19
2190732,12
2196124,19
2233435,19
2239266,19
2255833,19
2265105,19
2268885,19
2275761,3
2284059,19
2286438,12
2286442,19
2293208,19
2293890,19
2298201,19
2303098,19
2303510,19
2304726,19
2314850,3
2383936,19
2396639,3
2402865,19
2403921,19
2415418,19
2415557,10
2417716,20
2425549,19
2429953,19
2430197,19
2430317,19
2434536,19
2444953,19
2474460,12
2480363,19
2480650,12
2484761,19
2492674,12
2496270,19
2500467,19
2509631,19
2517591,19
2519997,19
2520018,19
2523956,19
2524129,19
2524608,19
2525087,19
2555049,19
2557289,19
2561513,19
2567483,12
2570152,12
2574915,19
2580062,19
2595176,19
2604159,19
2611765,19
2613368,12
2620343,19
2627833,19
2650982,19
2651579,12
2652121,19
2658384,19
2661778,19
2669777,19
2674430,19
2680600,12
2686981,19
2691021,12
2696392,19
2707848,12
2717476,19
2717976,19
2723999,19
2745640,19
2749150,19
2749498,12
2750105,19
2750608,12
2753906,19
2754680,19
2755415,19
2755431,12
2757856,12
2761008,19
2761240,19
2761590,7
2762146,19
2762215,3
2763908,12
2781752,19
2785382,12
2794240,19
2794272,19
2813349,19
2821575,19
2828954,19
2829340,19
2846038,19
2854540,19
2874657,19
2904380,7
2907919,12
2908923,12
2915341,19
2929023,4
2931239,19
2931318,19
2940606,19
2940644,12
2967584,19
2977999,12
2978286,13
2981764,19
2982929,13
2983472,16
2985135,12
2995886,19
3017455,19
3017701,19
3030652,19
3031542,19
3043033,19
3047843,19
3047940,19
3048170,20
3068658,19
3070789,7
3076208,19
3077380,19
3086304,19
3109773,19
3113428,19
3113661,12
3118687,19
3120839,20
3125527,19
3128636,12
3167024,19
3172509,8
3176967,19
3193756,19
3198111,12
3208927,19
3213651,19
3216440,19
3222192,12
3237847,19
3247952,12
3262874,19
3289589,12
3299960,19
3311485,12
3315558,19
3326145,19
3326310,19
3335742,19
3337272,19
3339937,19
3345079,19
3365952,11
3387196,19
3408867,19
3415214,19
3416522,19
3417709,19
3419400,19
3431505,7
3446622,19
3457158,19
3473612,19
3486181,19
3489558,19
3491112,19
3495157,19
3496272,19
3508947,19
3513753,19
3539657,19
3557422,12
3561947,19
3590001,19
3609303,19
3619184,19
3638488,19
3648917,3
3657801,19
3663605,3
3669226,12
3686661,12
3687231,7
3688075,12
3701278,19
3725279,3
3730118,12
3747585,19
3754051,19
3764444,19
3770678,19
3775032,19
3777154,19
3789856,19
3800853,19
3807531,19
3820707,19
3837692,4
3838785,19
3840478,19
3853490,19
3854404,19
3856013,12
3865650,19
3871473,3
3890734,19
3902137,19
3906682,19
3910617,19
3920759,19
3934160,19
3967460,19
3967904,3
3976481,19
3992314,3
3997454,12
4011115,12
4011526,19
4013525,12
4056431,19
4084668,19
4091172,18
4092061,19
4092774,19
4096747,19
4098581,12
4100785,19
4102306,19
4102357,13
4105538,20
4111979,19
4126283,19
4137544,19
4137622,19
4189293,12
4190455,20
4205105,19
4207057,19
4210142,19
4214868,12
4234921,12
4256948,19
4262000,19
4263704,19
4274218,12
4279421,19
4286540,19
4290164,19
4295445,19
4303283,19
4304810,19
4314869,12
4316099,19
4353715,19
4362569,19
4382999,19
4394013,19
4400697,19
4402110,13
4404081,19
